,zipcode_of_incident,date_rec,dow_rec,hour_rec,col,dens,houses,pop,unit_0_freq,unit_1_freq,unit_2_freq,unit_3_freq,unit_4_freq,unit_5_freq,unit_6_freq,unit_7_freq,unit_8_freq,unit_type
1986,94134,22,0,16,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,4
1987,94117,22,0,18,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
1988,94124,22,0,21,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
1989,94109,22,0,19,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
1990,94134,22,0,9,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
1991,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
1992,94133,22,0,2,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
1993,94103,22,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
1994,94103,22,0,15,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
1995,94114,22,0,10,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
1996,94103,22,0,18,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
1997,94105,22,0,20,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
1998,94103,22,0,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
1999,94122,22,0,8,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2000,94131,22,0,21,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,4
2001,94134,22,0,16,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
2002,94133,22,0,2,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,8
2003,94124,22,0,17,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2004,94129,22,0,11,149.4,1655,1364,3815,5,15,0,7,2,3,2,4,6,1
2005,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,6
2006,94109,22,0,2,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2007,94117,22,0,17,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2008,94107,22,0,18,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
2009,94122,22,0,10,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,8
2010,94102,22,0,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2011,94102,22,0,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2012,94124,22,0,19,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2013,94132,22,0,17,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2014,94124,22,0,18,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2015,94109,22,0,5,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2016,94109,22,0,11,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2017,94109,22,0,17,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2018,94111,22,0,10,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2019,94103,22,0,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2020,94110,22,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
2021,94108,22,0,9,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
2022,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,7
2023,94115,22,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
2024,94131,22,0,19,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
2025,94111,22,0,14,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2026,94105,22,0,23,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
2027,94117,22,0,9,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
2028,94121,22,0,23,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
2029,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2030,94105,22,0,11,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
2031,94107,22,0,15,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,0
2032,94109,22,0,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
2033,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2034,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2035,94103,22,0,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2036,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2037,94104,22,0,23,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,4
2038,94109,22,0,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
2039,94110,22,0,22,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2040,94111,22,0,10,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2041,94124,22,0,15,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2042,94111,22,0,7,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2043,94123,22,0,17,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,3
2044,94117,22,0,15,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2045,94133,22,0,16,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,4
2046,94121,22,0,22,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,4
2047,94109,22,0,5,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
2048,94124,22,0,21,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2049,94117,22,0,15,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,5
2050,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2051,94109,22,0,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2052,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,1
2053,94103,22,0,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
2054,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
2055,94118,22,0,13,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
2056,94103,22,0,3,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2057,94122,22,0,20,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2058,94116,22,0,13,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,3
2059,94102,22,0,10,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2060,94103,22,0,8,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2061,94110,22,0,8,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2062,94109,22,0,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2063,94121,22,0,19,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
2064,94102,22,0,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2065,94111,22,0,7,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2066,94118,22,0,1,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
2067,94103,22,0,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2068,94110,22,0,22,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2069,94109,22,0,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2070,94103,22,0,8,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2071,94117,22,0,22,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,0
2072,94117,22,0,13,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2073,94124,22,0,19,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,0
2074,94115,22,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,0
2075,94114,22,0,9,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
2076,94127,22,0,19,156.2,11839,8077,10960,10,38,1,18,6,2,3,3,9,4
2077,94133,22,0,13,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,4
2078,94132,22,0,19,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2079,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,1
2080,94158,22,0,13,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,1
2081,94102,22,0,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2082,94131,22,0,18,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,0
2083,94131,22,0,17,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,0
2084,94112,22,0,15,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
2085,94110,22,0,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2086,94102,22,0,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2087,94110,22,0,9,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,5
2088,94104,22,0,12,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
2089,94123,22,0,13,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,1
2090,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2091,94133,22,0,0,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
2092,94112,22,0,9,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
2093,94131,22,0,12,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
2094,94121,22,0,9,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,0
2095,94110,22,0,23,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2096,94109,22,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
2097,94115,22,0,13,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
2098,94115,22,0,14,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
2099,94116,22,0,15,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,3
2100,94107,22,0,18,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
2101,94118,22,0,2,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
2102,94102,22,0,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2103,94110,22,0,20,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2104,94158,22,0,14,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,3
2105,94122,22,0,10,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2106,94134,22,0,15,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,0
2107,94110,22,0,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2108,94132,22,0,11,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
2109,94109,22,0,22,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2110,94109,22,0,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
2111,94105,22,0,1,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2112,94103,22,0,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2113,94110,22,0,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2114,94117,22,0,7,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2115,94109,22,0,15,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2116,94112,22,0,20,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
2117,94114,22,0,6,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
2118,94117,22,0,13,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2119,94121,22,0,23,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
2120,94112,22,0,15,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
2121,94114,22,0,15,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
2122,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
2123,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,3
2124,94111,22,0,15,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2125,94107,22,0,19,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
2126,94123,22,0,9,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,1
2127,94103,22,0,8,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2128,94102,22,0,14,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2129,94123,22,0,9,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,4
2130,94118,22,0,13,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
2131,94124,22,0,19,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2132,94112,22,0,14,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
2133,94118,22,0,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
2134,94111,22,0,20,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2135,94108,22,0,11,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
2136,94107,22,0,11,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,4
2137,94102,22,0,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2138,94110,22,0,13,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2139,94112,22,0,9,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
2140,94103,22,0,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2141,94124,22,0,14,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,5
2142,94132,22,0,22,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,8
2143,94114,22,0,20,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
2144,94117,22,0,7,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
2145,94111,22,0,20,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,8
2146,94103,22,0,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2147,94115,22,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
2148,94118,22,0,22,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
2149,94105,22,0,13,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
2150,94116,22,0,13,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
2151,94124,22,0,1,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2152,94103,22,0,8,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2153,94109,22,0,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2154,94122,22,0,2,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
2155,94103,22,0,8,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2156,94110,22,0,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2157,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2158,94115,22,0,20,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
2159,94116,22,0,13,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
2160,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,5
2161,94114,22,0,11,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,5
2162,94102,22,0,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2163,94105,22,0,20,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
2164,94131,22,0,18,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
2165,94118,22,0,22,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
2166,94107,22,0,19,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
2167,94122,22,0,13,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2168,94111,22,0,22,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2169,94129,22,0,11,149.4,1655,1364,3815,5,15,0,7,2,3,2,4,6,5
2170,94105,22,0,12,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,4
2171,94102,22,0,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2172,94108,22,0,11,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,0
2173,94108,22,0,6,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
2174,94131,22,0,16,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
2175,94105,22,0,21,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
2176,94133,22,0,16,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
2177,94102,22,0,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2178,94121,22,0,9,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,8
2179,94124,22,0,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,5
2180,94109,22,0,20,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2181,94102,22,0,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2182,94118,22,0,9,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
2183,94102,22,0,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
2184,94111,22,0,13,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2185,94107,22,0,18,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,8
2186,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2187,94111,22,0,5,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2188,94103,22,0,6,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
2189,94109,22,0,10,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2190,94124,22,0,19,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2191,94102,22,0,4,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2192,94115,22,0,16,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
2193,94102,22,0,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2194,94102,22,0,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2195,94109,22,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2196,94107,22,0,7,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
2197,94121,22,0,15,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
2198,94114,22,0,2,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
2199,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2200,94124,22,0,22,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2201,94110,22,0,20,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2202,94114,22,0,11,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
2203,94111,22,0,16,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2204,94105,22,0,13,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,4
2205,94107,22,0,14,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,4
2206,94117,22,0,0,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
2207,94105,22,0,11,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,4
2208,94109,22,0,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2209,94110,22,0,9,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2210,94134,22,0,21,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,8
2211,94129,22,0,11,149.4,1655,1364,3815,5,15,0,7,2,3,2,4,6,3
2212,94102,22,0,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2213,94107,22,0,11,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
2214,94109,22,0,22,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2215,94110,22,0,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
2216,94134,22,0,21,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,0
2217,94105,22,0,14,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,4
2218,94132,22,0,18,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2219,94131,22,0,16,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
2220,94110,22,0,21,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2221,94109,22,0,23,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,5
2222,94117,22,0,16,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2223,94109,22,0,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2224,94117,22,0,23,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
2225,94115,22,0,2,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
2226,94122,22,0,3,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,0
2227,94122,22,0,17,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
2228,94132,22,0,20,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2229,94114,22,0,11,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
2230,94103,22,0,15,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2231,94124,22,0,6,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2232,94108,22,0,21,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
2233,94118,22,0,23,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
2234,94110,22,0,1,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
2235,94108,22,0,10,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,4
2236,94105,22,0,11,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2237,94118,22,0,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,0
2238,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2239,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2240,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
2241,94112,22,0,15,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
2242,94112,22,0,18,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,5
2243,94110,22,0,15,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2244,94103,22,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2245,94109,22,0,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2246,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
2247,94114,22,0,9,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
2248,94122,22,0,17,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2249,94132,22,0,19,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,8
2250,94133,22,0,12,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
2251,94133,22,0,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,4
2252,94123,22,0,23,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,3
2253,94109,22,0,22,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2254,94102,22,0,14,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2255,94123,22,0,23,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,1
2256,94103,22,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
2257,94134,22,0,17,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
2258,94115,22,0,14,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
2259,94110,22,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
2260,94114,22,0,11,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
2261,94109,22,0,10,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2262,94122,22,0,3,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,8
2263,94112,22,0,14,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
2264,94112,22,0,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
2265,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
2266,94122,22,0,1,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
2267,94134,22,0,16,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
2268,94109,22,0,22,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2269,94102,22,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2270,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,1
2271,94115,22,0,1,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
2272,94134,22,0,8,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
2273,94117,22,0,16,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
2274,94132,22,0,12,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,8
2275,94134,22,0,15,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
2276,94123,22,0,13,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,1
2277,94123,22,0,13,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,3
2278,94121,22,0,23,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
2279,94107,22,0,14,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
2280,94111,22,0,7,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,4
2281,94110,22,0,14,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2282,94121,22,0,9,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
2283,94102,22,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2284,94117,22,0,18,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,0
2285,94103,22,0,6,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
2286,94103,22,0,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2287,94102,22,0,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2288,94103,22,0,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2289,94105,22,0,18,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2290,94102,22,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2291,94114,22,0,0,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
2292,94134,22,0,21,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,5
2293,94102,22,0,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
